id,area,latitude,longitude,crime_type,severity,date,time,time_of_day,target_group,gender,age,age_group,crime_count,police_station,status
212,Katra,25.4358,81.8463,Theft,1,15-11-2025,07:44,Morning,All,Female,17,Teen,2,Katra PS,Under Investigation
213,Civil Lines,25.45,81.84,Chain Snatching,2,08-01-2025,05:44,Night,All,Female,34,Adult,3,Civil Lines PS,Closed
214,Kareli,25.418,81.815,Kidnapping,4,14-08-2025,23:25,Night,Children,Female,32,Adult,1,Kareli PS,Reported
215,Naini,25.3925,81.863,Chain Snatching,4,10-09-2025,03:59,Night,Women,Female,37,Adult,1,Naini PS,Closed
216,Civil Lines,25.45,81.84,Assault,4,02-05-2025,20:18,Evening,Women,Male,30,Adult,3,Civil Lines PS,Closed
217,Civil Lines,25.45,81.84,Kidnapping,5,04-01-2025,01:04,Night,Women,Male,70,Senior,2,Civil Lines PS,Under Investigation
218,Katra,25.4358,81.8463,Theft,2,06-10-2025,16:04,Afternoon,Women,Male,46,Adult,3,Katra PS,Reported
219,Jhunsi,25.402,81.9,Robbery,5,27-12-2025,20:31,Evening,Women,Female,47,Adult,3,Jhunsi PS,Reported
220,Phaphamau,25.503,81.885,Kidnapping,4,23-01-2025,07:31,Morning,Children,Male,57,Adult,1,Phaphamau PS,Unreported
221,Dhoomanganj,25.448,81.79,Assault,4,07-11-2025,12:25,Afternoon,All,Male,34,Adult,3,Dhoomanganj PS,Under Investigation
222,Naini,25.3925,81.863,Theft,4,19-05-2025,15:13,Afternoon,Women,Male,25,Adult,1,Naini PS,Closed
223,Naini,25.3925,81.863,Kidnapping,5,21-02-2025,21:52,Night,All,Male,55,Adult,1,Naini PS,Closed
224,Meerapur,25.43,81.82,Assault,5,26-06-2025,23:18,Night,Women,Male,12,Child,1,Meerapur PS,Closed
225,Meerapur,25.43,81.82,Robbery,5,16-05-2025,15:05,Afternoon,Women,Female,54,Adult,3,Meerapur PS,Unreported
226,Meerapur,25.43,81.82,Harassment,3,09-02-2025,06:37,Morning,Women,Female,74,Senior,3,Meerapur PS,Reported
227,Allahpur,25.4602,81.8501,Robbery,5,12-03-2025,16:37,Afternoon,Children,Male,39,Adult,2,Allahpur PS,Under Investigation
228,Daraganj,25.428,81.889,Kidnapping,5,24-02-2025,02:22,Night,Women,Female,15,Teen,2,Daraganj PS,Closed
229,George Town,25.4421,81.8329,Chain Snatching,4,07-04-2025,02:45,Night,Women,Male,27,Adult,1,George Town PS,Closed
230,Allahpur,25.4602,81.8501,Robbery,5,28-12-2025,23:52,Night,All,Female,20,Adult,2,Allahpur PS,Closed
231,Daraganj,25.428,81.889,Robbery,4,11-03-2025,10:48,Morning,Children,Male,10,Child,2,Daraganj PS,Closed
232,Kareli,25.418,81.815,Theft,2,13-07-2025,05:30,Night,Women,Male,60,Adult,3,Kareli PS,Closed
233,Civil Lines,25.45,81.84,Kidnapping,5,30-09-2025,09:42,Morning,All,Male,74,Senior,1,Civil Lines PS,Reported
234,George Town,25.4421,81.8329,Theft,3,31-03-2025,13:17,Afternoon,Women,Male,37,Adult,1,George Town PS,Reported
235,Civil Lines,25.45,81.84,Theft,2,16-08-2025,11:59,Morning,All,Male,52,Adult,2,Civil Lines PS,Closed
236,Dhoomanganj,25.448,81.79,Robbery,5,03-02-2025,09:39,Morning,All,Female,48,Adult,1,Dhoomanganj PS,Unreported
237,Meerapur,25.43,81.82,Kidnapping,4,10-04-2025,23:12,Night,Women,Male,9,Child,1,Meerapur PS,Closed
238,Daraganj,25.428,81.889,Chain Snatching,2,25-02-2025,13:03,Afternoon,All,Female,54,Adult,1,Daraganj PS,Under Investigation
239,Civil Lines,25.45,81.84,Chain Snatching,2,28-08-2025,01:12,Night,All,Male,63,Senior,1,Civil Lines PS,Unreported
240,Lukerganj,25.444,81.828,Chain Snatching,1,21-04-2025,04:33,Night,Children,Male,11,Child,2,Lukerganj PS,Under Investigation
241,George Town,25.4421,81.8329,Assault,5,09-12-2025,09:55,Morning,All,Male,41,Adult,1,George Town PS,Under Investigation
242,Phaphamau,25.503,81.885,Theft,3,23-02-2025,18:59,Evening,All,Female,65,Senior,1,Phaphamau PS,Under Investigation
243,Meerapur,25.43,81.82,Robbery,5,25-01-2025,20:42,Evening,All,Female,28,Adult,1,Meerapur PS,Unreported
244,Naini,25.3925,81.863,Kidnapping,5,13-07-2025,16:13,Afternoon,Women,Female,74,Senior,3,Naini PS,Reported
245,Naini,25.3925,81.863,Assault,5,10-04-2025,13:24,Afternoon,Women,Female,48,Adult,1,Naini PS,Reported
246,Allahpur,25.4602,81.8501,Harassment,4,28-06-2025,11:17,Morning,All,Male,65,Senior,1,Allahpur PS,Under Investigation
247,Phaphamau,25.503,81.885,Kidnapping,4,14-06-2025,10:04,Morning,Children,Female,44,Adult,2,Phaphamau PS,Reported
248,Meerapur,25.43,81.82,Robbery,5,01-10-2025,01:45,Night,All,Male,14,Teen,3,Meerapur PS,Under Investigation
249,Daraganj,25.428,81.889,Harassment,2,28-12-2025,07:33,Morning,Children,Female,28,Adult,1,Daraganj PS,Reported
250,Allahpur,25.4602,81.8501,Chain Snatching,4,08-04-2025,08:59,Morning,Women,Male,37,Adult,3,Allahpur PS,Closed
251,George Town,25.4421,81.8329,Assault,4,06-05-2025,10:07,Morning,Women,Female,33,Adult,2,George Town PS,Under Investigation
252,Kareli,25.418,81.815,Chain Snatching,2,27-01-2025,22:09,Night,All,Male,57,Adult,3,Kareli PS,Closed
253,George Town,25.4421,81.8329,Robbery,5,03-02-2025,03:28,Night,Women,Male,64,Senior,2,George Town PS,Reported
254,Naini,25.3925,81.863,Robbery,5,07-10-2025,21:53,Night,Women,Female,57,Adult,2,Naini PS,Reported
255,Jhunsi,25.402,81.9,Assault,4,15-04-2025,14:54,Afternoon,All,Male,26,Adult,3,Jhunsi PS,Closed
256,Meerapur,25.43,81.82,Robbery,5,07-01-2025,14:13,Afternoon,Children,Male,60,Adult,1,Meerapur PS,Unreported
257,Phaphamau,25.503,81.885,Theft,2,01-10-2025,00:58,Night,All,Female,43,Adult,1,Phaphamau PS,Under Investigation
258,Naini,25.3925,81.863,Theft,1,23-11-2025,05:06,Night,Children,Female,45,Adult,2,Naini PS,Closed
259,George Town,25.4421,81.8329,Kidnapping,4,16-12-2025,02:52,Night,Children,Female,72,Senior,2,George Town PS,Reported
260,Dhoomanganj,25.448,81.79,Kidnapping,4,21-08-2025,17:40,Evening,Women,Male,46,Adult,1,Dhoomanganj PS,Closed
261,Phaphamau,25.503,81.885,Chain Snatching,4,28-10-2025,18:33,Evening,All,Female,14,Teen,3,Phaphamau PS,Unreported
262,Jhunsi,25.402,81.9,Harassment,1,23-02-2025,04:58,Night,All,Female,35,Adult,3,Jhunsi PS,Closed
263,Allahpur,25.4602,81.8501,Assault,5,04-05-2025,06:32,Morning,Women,Male,28,Adult,2,Allahpur PS,Under Investigation
264,Allahpur,25.4602,81.8501,Assault,4,16-02-2025,19:23,Evening,All,Male,37,Adult,3,Allahpur PS,Reported
265,Phaphamau,25.503,81.885,Harassment,1,29-06-2025,23:27,Night,Children,Female,57,Adult,1,Phaphamau PS,Reported
266,Jhunsi,25.402,81.9,Kidnapping,4,10-04-2025,13:05,Afternoon,All,Male,63,Senior,1,Jhunsi PS,Under Investigation
267,Allahpur,25.4602,81.8501,Robbery,4,17-12-2025,07:49,Morning,All,Female,24,Adult,3,Allahpur PS,Unreported
268,Daraganj,25.428,81.889,Chain Snatching,3,18-10-2025,05:03,Night,All,Female,42,Adult,3,Daraganj PS,Unreported
269,Dhoomanganj,25.448,81.79,Assault,4,17-12-2025,16:00,Afternoon,Children,Female,24,Adult,2,Dhoomanganj PS,Reported
270,Meerapur,25.43,81.82,Theft,1,28-03-2025,08:27,Morning,Women,Male,75,Senior,3,Meerapur PS,Closed
271,Civil Lines,25.45,81.84,Harassment,3,26-02-2025,23:04,Night,Women,Male,47,Adult,2,Civil Lines PS,Unreported
272,Phaphamau,25.503,81.885,Kidnapping,5,13-04-2025,12:55,Afternoon,Children,Female,72,Senior,3,Phaphamau PS,Under Investigation
273,Civil Lines,25.45,81.84,Theft,4,19-05-2025,00:28,Night,Women,Female,43,Adult,2,Civil Lines PS,Reported
274,Jhunsi,25.402,81.9,Assault,5,27-08-2025,22:10,Night,Children,Male,38,Adult,1,Jhunsi PS,Unreported
275,Daraganj,25.428,81.889,Harassment,1,04-11-2025,16:10,Afternoon,All,Female,12,Child,1,Daraganj PS,Unreported
276,Katra,25.4358,81.8463,Assault,5,09-07-2025,12:08,Afternoon,All,Female,75,Senior,1,Katra PS,Reported
277,Phaphamau,25.503,81.885,Harassment,1,20-10-2025,06:08,Morning,All,Female,8,Child,3,Phaphamau PS,Under Investigation
278,Meerapur,25.43,81.82,Assault,5,29-06-2025,22:50,Night,Children,Male,11,Child,1,Meerapur PS,Unreported
279,Meerapur,25.43,81.82,Theft,2,30-03-2025,14:30,Afternoon,All,Male,9,Child,2,Meerapur PS,Closed
280,George Town,25.4421,81.8329,Robbery,4,09-08-2025,21:56,Night,All,Female,72,Senior,1,George Town PS,Unreported
281,Civil Lines,25.45,81.84,Harassment,4,24-01-2025,01:56,Night,Children,Male,72,Senior,2,Civil Lines PS,Under Investigation
282,Kareli,25.418,81.815,Harassment,1,23-10-2025,04:32,Night,Children,Male,54,Adult,1,Kareli PS,Closed
283,Lukerganj,25.444,81.828,Assault,5,28-01-2025,03:14,Night,All,Male,37,Adult,3,Lukerganj PS,Under Investigation
284,Meerapur,25.43,81.82,Kidnapping,4,01-04-2025,20:56,Evening,Children,Male,17,Teen,3,Meerapur PS,Closed
285,Katra,25.4358,81.8463,Kidnapping,5,04-03-2025,21:28,Night,Women,Male,66,Senior,1,Katra PS,Closed
286,Civil Lines,25.45,81.84,Chain Snatching,1,02-09-2025,15:48,Afternoon,Women,Male,15,Teen,1,Civil Lines PS,Under Investigation
287,Naini,25.3925,81.863,Harassment,2,22-11-2025,01:42,Night,Children,Female,13,Teen,1,Naini PS,Unreported
288,Allahpur,25.4602,81.8501,Theft,4,27-07-2025,12:40,Afternoon,Children,Female,45,Adult,2,Allahpur PS,Closed
289,Civil Lines,25.45,81.84,Kidnapping,5,05-11-2025,00:22,Night,All,Female,17,Teen,2,Civil Lines PS,Reported
290,Naini,25.3925,81.863,Harassment,4,12-11-2025,01:58,Night,All,Female,35,Adult,1,Naini PS,Reported
291,Allahpur,25.4602,81.8501,Kidnapping,4,05-07-2025,23:08,Night,All,Male,60,Adult,3,Allahpur PS,Closed
292,Dhoomanganj,25.448,81.79,Harassment,1,31-03-2025,10:21,Morning,All,Male,31,Adult,3,Dhoomanganj PS,Reported
293,Allahpur,25.4602,81.8501,Robbery,5,30-08-2025,05:41,Night,Children,Female,16,Teen,2,Allahpur PS,Closed
294,Naini,25.3925,81.863,Harassment,3,18-11-2025,08:24,Morning,Children,Male,25,Adult,1,Naini PS,Under Investigation
295,Civil Lines,25.45,81.84,Chain Snatching,3,05-07-2025,22:19,Night,All,Female,42,Adult,1,Civil Lines PS,Unreported
296,Jhunsi,25.402,81.9,Robbery,4,08-01-2025,17:51,Evening,Children,Female,72,Senior,3,Jhunsi PS,Reported
297,Jhunsi,25.402,81.9,Robbery,4,03-09-2025,16:11,Afternoon,Women,Female,31,Adult,1,Jhunsi PS,Reported
298,Civil Lines,25.45,81.84,Chain Snatching,2,27-12-2025,18:05,Evening,Children,Male,63,Senior,3,Civil Lines PS,Under Investigation
299,Daraganj,25.428,81.889,Assault,4,04-03-2025,00:52,Night,All,Female,53,Adult,3,Daraganj PS,Unreported
300,Dhoomanganj,25.448,81.79,Theft,2,15-09-2025,09:43,Morning,Women,Female,16,Teen,3,Dhoomanganj PS,Under Investigation
301,Kareli,25.418,81.815,Harassment,4,21-04-2025,05:25,Night,All,Female,64,Senior,3,Kareli PS,Under Investigation
302,George Town,25.4421,81.8329,Robbery,5,19-01-2025,08:23,Morning,Women,Male,20,Adult,3,George Town PS,Reported
303,Naini,25.3925,81.863,Chain Snatching,3,07-03-2025,22:09,Night,Women,Male,57,Adult,1,Naini PS,Reported
304,Daraganj,25.428,81.889,Theft,1,23-07-2025,16:31,Afternoon,All,Female,40,Adult,2,Daraganj PS,Reported
305,Katra,25.4358,81.8463,Theft,3,02-09-2025,12:54,Afternoon,All,Female,28,Adult,3,Katra PS,Unreported
306,Jhunsi,25.402,81.9,Robbery,4,04-06-2025,18:59,Evening,Women,Male,48,Adult,3,Jhunsi PS,Reported
307,Katra,25.4358,81.8463,Chain Snatching,3,25-01-2025,08:57,Morning,Children,Male,73,Senior,3,Katra PS,Reported
308,Civil Lines,25.45,81.84,Robbery,4,22-03-2025,14:47,Afternoon,Children,Male,32,Adult,2,Civil Lines PS,Reported
309,Katra,25.4358,81.8463,Robbery,4,18-10-2025,01:22,Night,Children,Male,74,Senior,3,Katra PS,Reported
310,Lukerganj,25.444,81.828,Theft,4,17-08-2025,10:59,Morning,Women,Female,33,Adult,2,Lukerganj PS,Unreported
311,Jhunsi,25.402,81.9,Theft,2,26-03-2025,13:32,Afternoon,All,Male,65,Senior,2,Jhunsi PS,Unreported
312,Katra,25.4358,81.8463,Harassment,2,16-12-2025,16:53,Afternoon,Women,Male,10,Child,2,Katra PS,Unreported
313,Allahpur,25.4602,81.8501,Harassment,4,18-10-2025,03:48,Night,All,Male,59,Adult,2,Allahpur PS,Reported
314,Katra,25.4358,81.8463,Harassment,1,31-12-2025,03:12,Night,Women,Female,15,Teen,3,Katra PS,Unreported
315,Jhunsi,25.402,81.9,Robbery,4,05-01-2025,23:37,Night,Women,Female,17,Teen,1,Jhunsi PS,Closed
316,Dhoomanganj,25.448,81.79,Robbery,4,27-03-2025,10:53,Morning,Women,Male,54,Adult,2,Dhoomanganj PS,Under Investigation
317,Naini,25.3925,81.863,Robbery,4,20-09-2025,06:17,Morning,Children,Male,8,Child,3,Naini PS,Reported
318,Civil Lines,25.45,81.84,Chain Snatching,2,01-01-2025,11:51,Morning,Women,Male,23,Adult,3,Civil Lines PS,Reported
319,Kareli,25.418,81.815,Harassment,1,31-01-2025,04:52,Night,Women,Male,72,Senior,3,Kareli PS,Under Investigation
320,Meerapur,25.43,81.82,Kidnapping,5,28-07-2025,03:31,Night,Children,Female,45,Adult,2,Meerapur PS,Under Investigation
321,Lukerganj,25.444,81.828,Theft,3,18-03-2025,05:21,Night,Women,Male,43,Adult,2,Lukerganj PS,Unreported
322,Katra,25.4358,81.8463,Chain Snatching,2,19-08-2025,12:26,Afternoon,Children,Male,15,Teen,1,Katra PS,Under Investigation
323,Allahpur,25.4602,81.8501,Theft,2,20-08-2025,16:56,Afternoon,Women,Male,13,Teen,3,Allahpur PS,Unreported
324,Civil Lines,25.45,81.84,Harassment,1,20-06-2025,22:42,Night,Children,Male,26,Adult,1,Civil Lines PS,Unreported
325,Phaphamau,25.503,81.885,Kidnapping,5,12-08-2025,04:55,Night,Children,Male,57,Adult,1,Phaphamau PS,Reported
326,Lukerganj,25.444,81.828,Theft,1,26-12-2025,02:48,Night,Women,Female,20,Adult,3,Lukerganj PS,Closed
327,Allahpur,25.4602,81.8501,Theft,1,21-02-2025,18:21,Evening,Women,Female,64,Senior,3,Allahpur PS,Reported
328,Daraganj,25.428,81.889,Theft,1,16-12-2025,03:44,Night,Women,Male,10,Child,3,Daraganj PS,Unreported
329,Lukerganj,25.444,81.828,Robbery,4,25-07-2025,21:24,Night,All,Male,35,Adult,1,Lukerganj PS,Under Investigation
330,Daraganj,25.428,81.889,Theft,2,02-11-2025,11:26,Morning,Women,Male,21,Adult,1,Daraganj PS,Under Investigation
331,Naini,25.3925,81.863,Theft,2,04-02-2025,09:58,Morning,Women,Female,42,Adult,3,Naini PS,Closed
332,Allahpur,25.4602,81.8501,Harassment,2,31-05-2025,20:39,Evening,All,Male,62,Senior,2,Allahpur PS,Under Investigation
333,Kareli,25.418,81.815,Harassment,1,25-06-2025,23:13,Night,All,Male,16,Teen,1,Kareli PS,Closed
334,Katra,25.4358,81.8463,Assault,4,08-06-2025,20:28,Evening,All,Female,52,Adult,1,Katra PS,Reported
335,Kareli,25.418,81.815,Harassment,1,04-06-2025,09:54,Morning,Women,Male,63,Senior,1,Kareli PS,Reported
336,Kareli,25.418,81.815,Kidnapping,4,21-04-2025,02:45,Night,All,Female,57,Adult,2,Kareli PS,Under Investigation
337,Daraganj,25.428,81.889,Robbery,4,12-04-2025,14:40,Afternoon,Women,Female,35,Adult,3,Daraganj PS,Closed
338,Allahpur,25.4602,81.8501,Robbery,5,25-06-2025,23:10,Night,Women,Female,38,Adult,2,Allahpur PS,Unreported
339,Kareli,25.418,81.815,Kidnapping,5,21-03-2025,00:55,Night,Children,Female,37,Adult,3,Kareli PS,Under Investigation
340,Civil Lines,25.45,81.84,Robbery,4,11-01-2025,09:45,Morning,Women,Female,10,Child,1,Civil Lines PS,Unreported
341,Meerapur,25.43,81.82,Assault,4,30-09-2025,11:13,Morning,Children,Female,53,Adult,2,Meerapur PS,Unreported
342,Phaphamau,25.503,81.885,Robbery,5,17-05-2025,16:14,Afternoon,Women,Male,52,Adult,2,Phaphamau PS,Closed
343,Phaphamau,25.503,81.885,Harassment,3,08-05-2025,21:57,Night,Women,Male,64,Senior,2,Phaphamau PS,Closed
344,Phaphamau,25.503,81.885,Robbery,4,17-07-2025,05:33,Night,Children,Female,41,Adult,2,Phaphamau PS,Unreported
345,George Town,25.4421,81.8329,Kidnapping,4,25-10-2025,12:06,Afternoon,Women,Female,74,Senior,3,George Town PS,Closed
346,Naini,25.3925,81.863,Theft,3,19-06-2025,11:30,Morning,Children,Female,11,Child,1,Naini PS,Closed
347,Phaphamau,25.503,81.885,Assault,5,26-09-2025,11:35,Morning,Children,Male,29,Adult,3,Phaphamau PS,Closed
348,Jhunsi,25.402,81.9,Assault,4,16-11-2025,21:01,Night,Children,Male,68,Senior,2,Jhunsi PS,Under Investigation
349,Allahpur,25.4602,81.8501,Assault,4,13-09-2025,10:20,Morning,All,Female,20,Adult,2,Allahpur PS,Closed
350,Phaphamau,25.503,81.885,Kidnapping,4,14-12-2025,23:45,Night,All,Female,53,Adult,1,Phaphamau PS,Closed
351,Kareli,25.418,81.815,Theft,4,11-08-2025,11:11,Morning,Children,Male,40,Adult,3,Kareli PS,Unreported
352,Lukerganj,25.444,81.828,Harassment,4,26-11-2025,07:03,Morning,All,Male,55,Adult,2,Lukerganj PS,Closed
353,Meerapur,25.43,81.82,Robbery,5,16-08-2025,14:15,Afternoon,Women,Female,35,Adult,1,Meerapur PS,Closed
354,Daraganj,25.428,81.889,Kidnapping,4,15-12-2025,06:01,Morning,All,Male,62,Senior,2,Daraganj PS,Reported
355,Meerapur,25.43,81.82,Chain Snatching,2,30-08-2025,23:24,Night,Children,Female,73,Senior,3,Meerapur PS,Unreported
356,Katra,25.4358,81.8463,Harassment,1,22-05-2025,10:50,Morning,Women,Male,43,Adult,2,Katra PS,Unreported
357,Katra,25.4358,81.8463,Assault,4,28-06-2025,22:47,Night,Children,Male,45,Adult,1,Katra PS,Reported
358,Meerapur,25.43,81.82,Harassment,2,05-01-2025,00:55,Night,Women,Female,30,Adult,2,Meerapur PS,Unreported
359,Naini,25.3925,81.863,Kidnapping,4,08-04-2025,19:50,Evening,All,Female,25,Adult,2,Naini PS,Closed
360,Katra,25.4358,81.8463,Theft,2,23-09-2025,05:48,Night,Children,Male,50,Adult,1,Katra PS,Reported
361,Phaphamau,25.503,81.885,Harassment,4,23-03-2025,23:22,Night,All,Male,16,Teen,2,Phaphamau PS,Closed
362,Phaphamau,25.503,81.885,Chain Snatching,1,26-07-2025,13:31,Afternoon,Children,Female,62,Senior,2,Phaphamau PS,Reported
363,Meerapur,25.43,81.82,Assault,4,25-10-2025,01:21,Night,All,Male,49,Adult,1,Meerapur PS,Under Investigation
364,Civil Lines,25.45,81.84,Robbery,5,06-07-2025,14:57,Afternoon,Women,Female,8,Child,3,Civil Lines PS,Under Investigation
365,Kareli,25.418,81.815,Robbery,4,24-07-2025,12:13,Afternoon,All,Female,24,Adult,3,Kareli PS,Unreported
366,Phaphamau,25.503,81.885,Harassment,3,08-05-2025,07:03,Morning,Children,Male,26,Adult,1,Phaphamau PS,Under Investigation
367,Katra,25.4358,81.8463,Chain Snatching,2,09-04-2025,17:37,Evening,Children,Male,71,Senior,2,Katra PS,Closed
368,Phaphamau,25.503,81.885,Theft,4,14-09-2025,04:44,Night,All,Male,15,Teen,1,Phaphamau PS,Reported
369,Kareli,25.418,81.815,Robbery,5,10-03-2025,01:34,Night,Children,Female,50,Adult,1,Kareli PS,Closed
370,Allahpur,25.4602,81.8501,Chain Snatching,4,06-10-2025,22:03,Night,All,Male,10,Child,3,Allahpur PS,Unreported
371,Daraganj,25.428,81.889,Assault,4,28-06-2025,14:09,Afternoon,All,Female,47,Adult,3,Daraganj PS,Reported
372,Daraganj,25.428,81.889,Robbery,4,29-07-2025,23:36,Night,All,Male,13,Teen,3,Daraganj PS,Closed
373,Naini,25.3925,81.863,Robbery,5,26-05-2025,02:19,Night,All,Female,64,Senior,3,Naini PS,Closed
374,Civil Lines,25.45,81.84,Robbery,4,02-06-2025,10:28,Morning,All,Female,75,Senior,2,Civil Lines PS,Closed
375,Naini,25.3925,81.863,Assault,4,29-08-2025,22:28,Night,Children,Female,37,Adult,3,Naini PS,Closed
376,Naini,25.3925,81.863,Chain Snatching,3,08-12-2025,15:21,Afternoon,Women,Female,10,Child,3,Naini PS,Closed
377,George Town,25.4421,81.8329,Robbery,5,17-10-2025,13:14,Afternoon,Children,Male,60,Adult,2,George Town PS,Under Investigation
378,Civil Lines,25.45,81.84,Chain Snatching,4,28-10-2025,11:15,Morning,Children,Female,59,Adult,1,Civil Lines PS,Closed
379,Jhunsi,25.402,81.9,Harassment,1,03-10-2025,02:47,Night,Women,Male,58,Adult,1,Jhunsi PS,Under Investigation
380,Allahpur,25.4602,81.8501,Robbery,5,10-10-2025,22:37,Night,Children,Female,8,Child,3,Allahpur PS,Reported
381,Dhoomanganj,25.448,81.79,Harassment,1,21-06-2025,20:29,Evening,All,Male,75,Senior,3,Dhoomanganj PS,Under Investigation
382,Civil Lines,25.45,81.84,Theft,2,21-01-2025,02:05,Night,Children,Female,22,Adult,1,Civil Lines PS,Closed
383,Meerapur,25.43,81.82,Kidnapping,5,30-12-2025,10:21,Morning,Children,Female,64,Senior,1,Meerapur PS,Closed
384,Dhoomanganj,25.448,81.79,Theft,1,01-11-2025,16:21,Afternoon,All,Male,62,Senior,2,Dhoomanganj PS,Under Investigation
385,Meerapur,25.43,81.82,Kidnapping,4,14-12-2025,04:39,Night,Children,Male,60,Adult,2,Meerapur PS,Reported
386,Lukerganj,25.444,81.828,Theft,2,23-08-2025,16:05,Afternoon,Women,Male,38,Adult,2,Lukerganj PS,Closed
387,Civil Lines,25.45,81.84,Robbery,5,30-12-2025,16:46,Afternoon,Children,Female,74,Senior,1,Civil Lines PS,Closed
388,Meerapur,25.43,81.82,Assault,5,11-05-2025,10:14,Morning,All,Male,9,Child,2,Meerapur PS,Under Investigation
389,Allahpur,25.4602,81.8501,Robbery,4,21-10-2025,03:40,Night,Children,Male,61,Senior,1,Allahpur PS,Unreported
390,Daraganj,25.428,81.889,Theft,4,19-03-2025,05:46,Night,Children,Female,59,Adult,1,Daraganj PS,Reported
391,Kareli,25.418,81.815,Robbery,5,26-06-2025,15:06,Afternoon,Women,Female,64,Senior,3,Kareli PS,Closed
392,Dhoomanganj,25.448,81.79,Harassment,3,23-03-2025,06:42,Morning,All,Male,20,Adult,2,Dhoomanganj PS,Unreported
393,Lukerganj,25.444,81.828,Chain Snatching,1,03-01-2025,10:30,Morning,All,Male,51,Adult,1,Lukerganj PS,Reported
394,Lukerganj,25.444,81.828,Robbery,4,18-12-2025,23:26,Night,All,Male,65,Senior,3,Lukerganj PS,Reported
395,Jhunsi,25.402,81.9,Assault,5,17-03-2025,18:08,Evening,Children,Male,57,Adult,3,Jhunsi PS,Reported
396,Phaphamau,25.503,81.885,Theft,3,02-06-2025,06:23,Morning,Children,Male,43,Adult,3,Phaphamau PS,Closed
397,Naini,25.3925,81.863,Chain Snatching,4,04-10-2025,18:45,Evening,All,Female,39,Adult,2,Naini PS,Reported
398,Naini,25.3925,81.863,Assault,4,14-08-2025,21:55,Night,All,Male,18,Teen,2,Naini PS,Reported
399,Meerapur,25.43,81.82,Chain Snatching,2,25-04-2025,22:25,Night,Women,Male,64,Senior,1,Meerapur PS,Closed
400,Katra,25.4358,81.8463,Theft,2,12-11-2025,01:52,Night,Women,Female,65,Senior,2,Katra PS,Closed
401,Lukerganj,25.444,81.828,Theft,3,19-12-2025,01:03,Night,All,Female,16,Teen,2,Lukerganj PS,Under Investigation
402,Meerapur,25.43,81.82,Robbery,5,06-03-2025,07:42,Morning,All,Male,28,Adult,3,Meerapur PS,Reported
403,Civil Lines,25.45,81.84,Theft,2,17-06-2025,14:57,Afternoon,All,Male,8,Child,1,Civil Lines PS,Unreported
404,Katra,25.4358,81.8463,Harassment,4,16-08-2025,13:55,Afternoon,All,Male,23,Adult,3,Katra PS,Reported
405,Allahpur,25.4602,81.8501,Theft,3,15-05-2025,05:39,Night,Children,Male,72,Senior,2,Allahpur PS,Unreported
406,Kareli,25.418,81.815,Kidnapping,4,10-11-2025,10:08,Morning,Children,Female,28,Adult,1,Kareli PS,Unreported
407,Kareli,25.418,81.815,Harassment,3,29-01-2025,16:40,Afternoon,Women,Male,54,Adult,1,Kareli PS,Unreported
408,Lukerganj,25.444,81.828,Robbery,5,05-01-2025,14:30,Afternoon,Women,Female,26,Adult,2,Lukerganj PS,Closed
409,Allahpur,25.4602,81.8501,Robbery,4,02-07-2025,10:32,Morning,Children,Male,25,Adult,2,Allahpur PS,Under Investigation
